Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,SYN Flag Count,ACK Flag Count,FIN Flag Count,PSH Flag Count,RST Flag Count,URG Flag Count,Down/Up Ratio,Average Packet Size,Init_Win_bytes_forward,Init_Win_bytes_backward,Source IP,Destination IP,Label
443,6,2017-07-05 17:19:29.377750,5621828,1,13,492,4873,491.81,101.39,374.88,85.29,954.35,2.49,401559.18,374967.33,375,532,383.23,69.52,1,8,3,7,2,1,13,383.23,8192,-1,192.168.15.122,10.0.2.26,BENIGN
8080,6,2017-07-06 01:16:30.650231,1,2,1,0,1,0.0,0.0,0.69,0.22,685857.45,3000000.0,0.33,0.47,0,41,0.23,7.56,0,0,0,0,0,0,0,0.23,-1,65535,192.168.2.36,10.0.0.94,PortScan
80,17,2017-07-06 04:07:41.492297,3930479,30,32,3517,23845,117.25,57.69,745.15,230.84,6961.57,15.77,63394.83,34101.8,117,785,441.33,330.12,0,7,0,4,0,0,1,441.33,1024,65535,192.168.5.164,10.0.2.43,BENIGN
3389,6,2017-07-05 18:14:20.683319,319720,14,9,969,352,69.2,10.33,39.12,5.81,4131.13,71.94,13900.89,4211.7,39,109,57.43,38.18,1,9,1,10,2,1,1,57.43,512,-1,192.168.9.192,10.0.4.247,BruteForce
443,6,2017-07-05 23:52:59.854271,18425434,7,6,1694,972,241.97,61.68,162.07,74.05,144.7,0.71,1417341.15,1570617.78,162,282,205.09,47.95,0,8,0,3,0,0,1,205.09,-1,-1,192.168.10.132,10.0.0.18,Botnet
80,6,2017-07-05 09:10:38.794527,1521311,30,13,8583,18942,286.1,99.15,1457.04,716.09,18092.7,28.27,35379.34,9349.39,286,1497,640.11,595.35,0,17,2,9,0,0,0,640.11,512,-1,192.168.9.19,10.0.4.165,BENIGN
80,17,2017-07-05 09:27:48.644655,3666,316,2,17434,0,55.17,6.14,0.14,0.02,4754834.1,86728.79,11.53,8.09,0,95,54.82,43.53,398,2,0,0,0,1,0,54.82,-1,26883,192.168.19.251,10.0.1.182,DDoS
49512,6,2017-07-05 19:13:51.540128,26919807,11,6,1393,1302,126.63,49.04,216.92,58.44,100.09,0.63,1583518.09,2345447.03,127,257,158.5,63.62,0,4,0,2,0,1,1,158.5,-1,229,192.168.14.101,10.0.2.207,Botnet
443,6,2017-07-05 10:48:30.483369,4751338,23,18,7638,16414,332.09,164.52,911.88,196.58,5062.13,8.63,115886.31,131688.36,332,952,586.63,307.84,2,10,2,8,1,0,1,586.63,512,26883,192.168.2.34,10.0.0.32,BENIGN
25,6,2017-07-06 06:52:39.031586,4926551,26,26,4930,26934,189.62,73.03,1035.92,485.18,6467.86,10.56,94741.38,43712.66,190,1076,612.77,447.69,0,10,1,6,0,1,1,612.77,65535,-1,192.168.3.134,10.0.1.242,BENIGN
443,6,2017-07-05 22:50:23.411565,5067080,10,19,574,23813,57.39,6.99,1253.31,428.11,4812.77,5.72,174726.9,145705.93,57,1293,840.92,610.07,1,14,2,4,0,1,2,840.92,1024,-1,192.168.14.89,10.0.1.54,BENIGN
993,6,2017-07-05 18:18:52.953309,5280521,29,16,3296,6832,113.67,41.15,427.01,105.42,1918.09,8.52,117344.92,166031.53,114,467,225.08,165.54,1,14,2,5,0,0,1,225.08,-1,229,192.168.15.238,10.0.3.105,BENIGN
443,6,2017-07-06 03:49:13.686362,3789577,1,9,174,5429,173.75,50.47,603.17,91.22,1478.35,2.64,378957.71,218033.0,174,643,560.23,222.99,2,2,0,10,2,0,9,560.23,29200,235,192.168.10.170,10.0.3.148,BENIGN
80,6,2017-07-05 13:50:46.239284,2801353,13,28,1977,14249,152.04,28.54,508.9,125.66,5792.14,14.64,68325.69,16231.03,152,549,395.75,194.81,1,10,1,0,0,0,2,395.75,-1,26883,192.168.14.160,10.0.3.22,BENIGN
443,6,2017-07-05 09:59:58.368250,9646524,47,27,6649,7302,141.47,63.16,270.43,40.38,1446.2,7.67,130358.44,190293.4,141,310,188.52,65.78,1,0,3,13,0,1,1,188.52,29200,229,192.168.3.72,10.0.0.48,BENIGN
8080,6,2017-07-05 21:31:58.978045,1467646,92,4,23832,391,259.05,60.47,97.69,32.84,16504.78,65.41,15287.99,10481.51,98,299,252.32,93.42,5,66,0,4,0,0,0,252.32,8192,65535,192.168.1.125,10.0.4.14,DoS
53,6,2017-07-05 18:13:38.029030,8976691,16,25,3149,0,196.81,46.74,0.0,0.0,350.79,4.57,218943.7,60481.65,0,237,76.8,109.44,0,12,0,4,0,0,2,76.8,1024,229,192.168.8.43,10.0.3.77,BENIGN
443,6,2017-07-06 02:05:52.789551,10713845,15,13,1617,10883,107.8,35.36,837.16,232.42,1166.72,2.61,382637.35,440686.07,108,877,446.43,371.62,2,8,3,0,1,1,1,446.43,-1,229,192.168.13.2,10.0.4.132,BENIGN
80,6,2017-07-05 21:39:56.773358,1753,487,0,33845,0,69.5,26.68,0.0,0.0,19301647.29,277731.62,3.6,5.07,0,109,69.5,55.48,334,3,0,0,1,1,0,69.5,-1,235,192.168.1.96,10.0.4.88,DDoS
993,6,2017-07-06 07:36:41.573447,7177485,3,25,964,11436,321.23,39.42,457.45,220.61,1727.6,3.9,256338.76,226675.25,321,497,442.85,78.63,1,12,3,6,0,0,8,442.85,29200,-1,192.168.16.168,10.0.3.44,BENIGN
3389,6,2017-07-05 16:25:40.290952,489006,15,10,271,1869,18.04,8.93,186.94,35.82,4376.1,51.12,19560.25,13397.14,18,227,85.6,91.71,2,8,3,6,1,1,1,85.6,1024,229,192.168.10.142,10.0.1.171,BruteForce
993,6,2017-07-06 04:27:08.367401,4542610,3,15,746,14953,248.53,101.87,996.89,278.78,3455.92,3.96,252367.26,246669.68,249,1037,872.16,391.03,2,12,0,0,0,1,5,872.16,512,26883,192.168.11.32,10.0.2.166,BENIGN
8080,6,2017-07-06 02:00:41.485597,734005,1,5,768,2653,768.04,206.85,530.64,93.87,4661.08,8.17,122334.21,171369.04,531,808,570.21,137.24,0,7,1,5,0,1,5,570.21,-1,235,192.168.15.155,10.0.4.213,WebAttack
8080,6,2017-07-06 02:47:32.479493,4090208,17,24,2912,7104,171.28,57.96,295.99,72.73,2448.67,10.02,99761.19,95143.55,171,336,244.28,73.78,1,22,3,0,1,1,1,244.28,512,235,192.168.7.221,10.0.4.155,BENIGN
8080,6,2017-07-06 03:56:46.538712,473627,69,0,0,0,0.0,0.0,194.89,96.31,0.0,145.68,6864.17,8697.18,0,235,0.0,119.48,4,96,0,10,0,1,0,0.0,-1,235,192.168.1.158,10.0.0.134,DoS
80,6,2017-07-06 07:31:14.197388,1277730,110,8,23965,785,217.86,101.48,98.16,20.91,19370.47,92.35,10828.22,8618.81,98,258,209.75,79.76,7,101,0,19,2,0,0,209.75,512,235,192.168.5.46,10.0.0.12,DoS
135,6,2017-07-05 08:22:54.303906,24,2,2,1,1,0.41,0.15,0.35,0.04,61653.42,161849.6,6.18,4.52,0,40,0.38,21.33,2,1,2,1,0,1,1,0.38,-1,-1,192.168.6.40,10.0.2.209,PortScan
25,6,2017-07-05 14:21:41.373071,7427767,18,18,1316,11829,73.12,9.96,657.14,319.0,1769.67,4.85,206326.88,149814.62,73,697,365.13,294.69,1,12,0,12,0,1,1,365.13,-1,229,192.168.7.47,10.0.3.220,BENIGN
80,6,2017-07-05 20:54:37.763733,3700,168,2,10392,0,61.86,21.05,0.0,0.0,2808081.29,45935.27,21.77,32.16,0,102,61.13,54.69,473,4,0,0,6,1,0,61.13,512,-1,192.168.2.85,10.0.3.91,DDoS
3306,17,2017-07-05 14:02:09.583007,6250444,18,3,2836,1784,157.58,76.74,594.74,185.94,739.25,3.36,297640.23,345062.68,158,635,220.03,239.03,2,14,2,7,0,0,0,220.03,512,235,192.168.16.147,10.0.1.228,BENIGN
443,6,2017-07-05 11:32:19.838554,5002,532,1,28726,1,54.0,13.47,0.73,0.12,5742631.7,106550.07,9.39,7.19,1,94,53.9,42.04,576,2,0,1,3,1,0,53.9,1024,229,192.168.7.142,10.0.3.74,DDoS
8080,17,2017-07-05 12:51:28.690392,2597,434,0,26717,0,61.56,16.56,0.0,0.0,10287115.78,167110.1,5.98,7.28,0,102,61.56,36.79,502,0,2,0,2,1,0,61.56,29200,65535,192.168.8.73,10.0.0.247,DDoS
443,17,2017-07-05 17:12:10.098402,8014588,13,17,3142,3955,241.73,45.33,232.66,34.94,885.6,3.74,267152.95,192958.84,233,282,236.59,8.96,4,6,1,7,0,1,1,236.59,8192,235,192.168.17.244,10.0.1.53,BENIGN
25,6,2017-07-05 08:12:03.811656,159,2,2,0,0,0.12,0.04,0.0,0.0,1533.61,25066.18,39.89,34.35,0,40,0.06,12.93,1,1,0,0,0,0,1,0.06,8192,26883,192.168.3.118,10.0.3.7,PortScan
993,6,2017-07-05 19:40:51.804696,5016815,24,9,7095,12476,295.65,83.17,1386.25,564.85,3901.23,6.58,152024.71,95432.38,296,1426,593.08,566.98,3,18,1,5,0,1,0,593.08,8192,65535,192.168.10.118,10.0.1.17,BENIGN
445,6,2017-07-06 02:01:53.463154,14,4,1,2,1,0.45,0.22,0.83,0.17,182206.59,345579.82,2.89,0.83,0,41,0.53,18.91,1,0,0,0,2,0,0,0.53,-1,65535,192.168.4.230,10.0.0.203,PortScan
22,6,2017-07-05 10:30:09.641573,417180,21,6,1319,377,62.8,18.96,62.78,21.41,4064.15,64.72,15451.12,13414.47,63,103,62.8,12.25,3,2,2,9,0,0,0,62.8,512,229,192.168.1.244,10.0.1.218,BruteForce
80,17,2017-07-05 13:45:20.546937,3503,221,3,12227,0,55.33,16.66,0.0,0.0,3490106.59,63937.77,15.64,7.82,0,95,54.59,45.72,339,0,0,1,3,0,0,54.59,65535,-1,192.168.5.65,10.0.0.81,DDoS
80,6,2017-07-05 16:08:03.814189,8050510,35,0,11495,0,328.44,95.21,273.47,105.45,1427.92,4.35,230014.58,307421.68,273,368,328.44,45.42,1,17,0,5,0,1,0,328.44,1024,229,192.168.15.69,10.0.4.22,BENIGN
80,6,2017-07-05 16:54:01.244212,8526158,30,8,5559,0,185.31,33.05,0.0,0.0,652.03,4.46,224372.6,,0,225,146.3,113.23,1,30,2,2,0,1,0,146.3,1024,26883,192.168.3.196,10.0.4.125,BENIGN
80,6,2017-07-06 01:46:10.179967,233166,22,10,988,1533,44.91,18.12,153.29,28.48,10812.1,137.24,7286.44,1773.49,45,193,78.78,56.82,2,18,1,1,0,0,0,78.78,29200,235,192.168.7.37,10.0.1.109,BruteForce
993,6,2017-07-05 10:07:56.245415,1,22,15,6256,16907,284.37,140.86,1127.15,325.87,23163502171.16,37000000.0,0.03,0.03,284,1167,626.04,430.38,2,28,0,5,0,1,1,626.04,-1,26883,192.168.17.150,10.0.0.226,BENIGN
1433,17,2017-07-05 16:45:56.057011,225,2,0,2,0,0.79,0.22,0.0,0.0,6997.8,8860.92,112.86,87.95,0,41,0.79,7.01,1,0,1,2,1,0,0,0.79,-1,-1,192.168.9.63,10.0.2.13,PortScan
3306,17,2017-07-05 09:29:28.820726,5875255,17,9,2302,10185,135.42,61.54,1131.63,148.4,2125.32,4.43,225971.37,250193.68,135,1172,480.26,520.97,1,19,0,0,1,1,1,480.26,29200,26883,192.168.3.225,10.0.1.103,BENIGN
443,17,2017-07-05 18:28:19.219399,827035,13,12,2650,4554,203.81,63.52,379.47,167.52,8709.61,30.23,33081.42,31394.77,204,419,288.13,110.11,1,11,1,0,0,0,1,288.13,8192,229,192.168.11.13,10.0.4.232,BENIGN
443,17,2017-07-05 22:20:06.990362,8714184,32,8,8894,1894,277.94,78.16,236.72,113.76,1237.97,4.59,217854.62,96656.76,237,318,269.7,25.25,2,25,0,16,0,0,0,269.7,1024,65535,192.168.16.21,10.0.2.151,BENIGN
443,6,2017-07-05 19:03:17.046057,1198178,16,22,5812,16587,363.23,54.84,753.96,169.43,18694.04,31.71,31531.02,9741.34,363,794,589.44,199.46,1,18,1,5,1,0,1,589.44,65535,229,192.168.11.132,10.0.0.121,BENIGN
8080,6,2017-07-05 20:55:49.209510,1591029,71,13,22944,894,323.15,32.71,68.77,25.23,14982.56,52.8,18940.83,23836.53,69,363,283.78,127.75,2,35,0,31,0,1,0,283.78,29200,229,192.168.16.252,10.0.1.89,DoS
53,6,2017-07-05 23:52:51.852696,615990,16,20,2718,14865,169.85,20.73,743.24,169.89,28543.47,58.44,17110.84,18783.7,170,783,488.4,299.96,1,18,2,3,0,0,1,488.4,29200,65535,192.168.8.111,10.0.2.79,BENIGN
80,6,2017-07-05 11:58:53.583623,1,1,0,166,0,165.89,67.68,371.66,184.31,165887313.8,1000000.0,1.0,0.98,166,412,165.89,124.23,0,17,2,5,0,0,0,165.89,-1,65535,192.168.17.83,10.0.2.247,BENIGN
8080,6,2017-07-05 14:04:22.684403,1383421,11,11,8171,15773,742.83,138.92,1433.88,559.38,17307.69,15.9,62882.8,15418.23,743,1474,1088.36,357.19,0,18,1,1,0,0,1,1088.36,8192,65535,192.168.11.211,10.0.3.125,WebAttack
80,6,2017-07-05 17:18:16.950927,1470602,18,3,2587,0,143.72,67.38,0.0,0.0,1759.1,14.28,70028.67,65529.01,0,184,123.19,85.86,0,23,1,13,0,1,0,123.19,8192,26883,192.168.12.20,10.0.4.33,BENIGN
8080,6,2017-07-06 07:20:24.887362,504722,12,9,5494,2305,457.85,150.24,256.09,121.84,15452.17,41.61,24034.4,29554.21,256,498,371.38,102.64,1,5,1,10,0,1,1,371.38,512,235,192.168.12.12,10.0.0.247,WebAttack
443,6,2017-07-06 01:02:10.348306,1773200,7,9,930,8033,132.87,56.18,892.56,411.1,5054.78,9.02,110825.01,42084.64,133,933,560.2,401.22,1,1,0,2,0,1,1,560.2,65535,229,192.168.16.117,10.0.4.162,BENIGN
80,17,2017-07-05 16:12:24.301001,4138609,21,21,5253,20076,250.13,46.53,956.02,194.61,6120.2,10.15,98538.33,53580.08,250,996,603.07,375.74,0,9,1,6,0,0,1,603.07,-1,229,192.168.13.92,10.0.2.74,BENIGN
80,6,2017-07-06 05:00:05.423810,122520,11,5,726,715,65.97,24.38,143.03,24.16,11759.54,130.59,7657.53,9560.92,66,183,90.05,47.79,2,22,3,3,2,0,0,90.05,512,-1,192.168.15.30,10.0.1.130,BruteForce
3306,6,2017-07-05 16:02:46.338360,8288595,24,10,6594,8912,274.76,84.55,891.22,360.2,1870.84,4.1,243782.23,147735.84,275,931,456.08,315.67,2,23,1,7,1,0,0,456.08,8192,229,192.168.2.73,10.0.0.55,BENIGN
8080,6,2017-07-06 00:36:01.828556,1,16,36,414,18455,25.89,6.49,512.64,208.52,18869411460.38,52000000.0,0.02,0.02,26,553,362.87,265.74,0,17,0,12,0,0,2,362.87,512,229,192.168.1.105,10.0.2.114,BENIGN
443,6,2017-07-05 17:44:35.255008,2607053,171,4,44903,109,262.59,36.95,27.22,10.47,17265.29,67.13,14897.45,20598.81,27,303,257.21,132.27,3,83,2,126,1,0,0,257.21,512,235,192.168.8.62,10.0.3.88,DoS
443,17,2017-07-05 10:27:08.501827,1,19,0,4567,0,240.37,101.99,631.71,274.5,4567117673.24,19000000.0,0.05,0.07,240,672,240.37,196.75,0,19,0,3,1,0,0,240.37,65535,229,192.168.6.24,10.0.4.10,BENIGN
3389,6,2017-07-05 21:17:52.429541,1,1,8,132,613,132.05,35.55,76.62,13.91,745038624.68,9000000.0,0.11,0.04,77,172,82.78,47.47,1,17,1,5,0,1,8,82.78,1024,-1,192.168.15.45,10.0.0.35,BruteForce
25,17,2017-07-05 15:11:17.689008,5661860,33,11,1530,6304,46.35,7.59,573.12,70.35,1383.64,7.77,128678.65,52930.6,46,613,178.05,281.76,3,17,0,7,1,1,0,178.05,512,65535,192.168.2.163,10.0.1.7,BENIGN
1433,17,2017-07-05 09:50:14.287503,272,3,0,0,0,0.0,0.0,0.0,0.0,0.0,11012.82,90.8,86.39,0,40,0.0,13.32,3,0,0,1,0,0,0,0.0,8192,235,192.168.7.227,10.0.4.170,PortScan
22,17,2017-07-05 15:01:03.199900,1,1,0,0,0,0.43,0.18,0.0,0.0,431905.98,1000000.0,1.0,1.46,0,40,0.43,14.56,1,0,0,2,2,1,0,0.43,65535,235,192.168.7.226,10.0.1.49,PortScan
21,6,2017-07-06 05:16:33.610545,58634,16,17,1308,1622,81.77,32.7,95.41,30.17,49976.09,562.81,1776.79,2628.57,82,135,88.8,30.87,2,13,2,15,0,0,1,88.8,65535,-1,192.168.1.172,10.0.2.209,BruteForce
443,6,2017-07-06 02:23:20.683645,4438287,28,2,10174,2809,363.35,126.98,1404.57,193.48,2925.19,6.76,147942.91,55459.15,363,1445,432.76,540.39,0,28,2,4,0,0,0,432.76,29200,65535,192.168.15.218,10.0.3.217,BENIGN
993,6,2017-07-05 20:07:48.096933,5207096,17,17,3356,19957,197.38,34.86,1173.92,236.51,4477.01,6.53,153149.88,171358.42,197,1214,685.65,490.94,1,12,2,0,0,1,1,685.65,512,26883,192.168.10.168,10.0.4.40,BENIGN
993,6,2017-07-05 16:30:37.297230,6599098,14,20,1674,5052,119.6,50.25,252.58,90.67,1019.23,5.15,194091.14,67009.4,120,293,197.82,70.22,1,6,0,7,0,0,1,197.82,-1,26883,192.168.9.40,10.0.4.27,BENIGN
80,6,2017-07-05 18:43:07.352746,1626158,39,2,11627,372,298.14,37.45,185.82,85.31,7378.81,25.21,39662.41,46175.64,186,338,292.66,75.31,3,107,0,46,2,1,0,292.66,8192,26883,192.168.7.185,10.0.4.77,DoS
443,6,2017-07-05 17:30:49.633115,3608817,1,14,234,0,234.09,95.86,0.0,0.0,64.86,4.16,240587.82,122471.21,0,274,15.61,127.9,2,12,0,2,0,1,14,15.61,-1,-1,192.168.16.157,10.0.0.138,BENIGN
443,17,2017-07-06 00:58:42.911118,8762287,23,6,1488,5709,64.71,25.51,951.44,414.06,821.36,3.31,302147.86,400767.56,65,991,248.17,450.52,2,18,0,10,1,1,0,248.17,-1,235,192.168.18.210,10.0.0.109,BENIGN
53,6,2017-07-06 07:20:24.429532,946256,20,0,5509,0,275.43,68.2,795.2,182.69,5821.48,21.14,47312.82,44021.09,275,835,275.43,263.45,1,14,3,13,2,0,0,275.43,-1,235,192.168.11.28,10.0.3.144,BENIGN
80,6,2017-07-06 00:02:42.674940,5717246,30,16,1104,18222,36.78,13.42,1138.85,356.66,3380.14,8.05,124287.97,71167.54,37,1179,420.11,559.58,2,38,2,6,0,0,1,420.11,65535,229,192.168.10.168,10.0.1.187,BENIGN
3306,17,2017-07-06 06:48:50.045648,3943720,7,10,1463,7615,208.95,63.18,761.47,179.15,2301.71,4.31,231983.54,96418.55,209,801,533.96,290.33,1,23,0,3,0,1,1,533.96,1024,-1,192.168.13.70,10.0.2.126,BENIGN
443,6,2017-07-05 13:32:34.677070,981756,32,3,9218,153,288.06,87.49,51.12,16.47,9545.29,35.65,28050.2,10653.37,51,328,267.75,140.49,3,115,0,59,1,1,0,267.75,29200,65535,192.168.4.70,10.0.3.234,DoS
21,17,2017-07-05 12:03:19.357559,1,3,0,5,0,1.61,0.76,1.44,0.61,4820000.25,3000000.0,0.33,0.13,1,42,1.61,23.52,0,1,0,0,2,1,0,1.61,65535,-1,192.168.2.33,10.0.4.247,PortScan
993,17,2017-07-05 11:21:08.908330,1,20,16,4594,9968,229.69,54.29,622.99,264.25,14561803951.0,36000000.0,0.03,0.04,230,663,404.49,201.88,2,19,0,9,0,0,1,404.49,8192,-1,192.168.2.236,10.0.0.251,BENIGN
80,17,2017-07-05 12:39:58.806858,1687738,1,10,726,9418,726.02,135.74,941.82,328.54,6010.53,6.52,153430.75,172300.26,726,982,922.2,114.04,0,10,0,4,0,1,10,922.2,65535,235,192.168.10.174,10.0.1.232,WebAttack
80,6,2017-07-05 17:12:19.553094,1160,490,0,27791,0,56.72,10.49,0.0,0.0,23948799.73,422259.12,2.37,0.82,0,97,56.72,50.91,119,0,0,0,0,0,0,56.72,29200,-1,192.168.10.166,10.0.1.204,DDoS
80,6,2017-07-06 02:48:16.632217,1132962,100,9,29356,1590,293.56,67.75,176.68,84.14,27314.15,96.21,10394.16,6889.94,177,334,283.91,80.9,4,96,1,76,0,0,0,283.91,65535,65535,192.168.1.237,10.0.4.232,DoS
443,6,2017-07-05 09:16:18.983688,5125,450,3,29816,1,66.26,19.13,0.45,0.1,5817329.04,88379.43,11.31,2.42,0,106,65.82,45.34,299,6,2,1,3,0,0,65.82,-1,229,192.168.13.213,10.0.4.176,DDoS
80,6,2017-07-05 10:30:57.915567,1,7,22,632,1582,90.32,24.92,71.89,33.53,2213834555.8,29000000.0,0.03,0.04,72,130,76.34,18.63,1,23,1,0,2,1,3,76.34,29200,235,192.168.18.86,10.0.2.142,BruteForce
443,17,2017-07-06 04:51:24.849200,18261231,4,8,550,1483,137.62,32.38,185.42,63.12,111.37,0.66,1521769.26,2190425.76,138,225,169.49,33.95,2,2,1,2,1,1,2,169.49,-1,65535,192.168.16.181,10.0.2.20,Botnet
8080,6,2017-07-06 01:26:13.033357,5624067,19,22,3856,2670,202.96,76.04,121.36,59.1,1160.38,7.29,137172.38,56482.2,121,243,159.17,59.95,0,22,0,5,2,1,1,159.17,512,-1,192.168.17.126,10.0.3.89,BENIGN
443,6,2017-07-05 23:42:52.240608,211976,10,15,2778,14442,277.79,110.79,962.79,443.91,81234.12,117.94,8479.06,10204.7,278,1003,688.79,365.01,1,4,2,5,0,0,2,688.79,8192,-1,192.168.9.133,10.0.3.119,BENIGN
25,17,2017-07-05 16:57:32.297378,3551994,31,9,5962,10112,192.31,70.12,1123.53,148.93,4525.18,11.26,88799.86,62033.87,192,1164,401.84,489.72,0,3,1,0,0,0,0,401.84,512,-1,192.168.10.174,10.0.4.98,BENIGN
80,6,2017-07-05 21:38:36.583463,1440730,16,9,5136,4141,320.99,89.28,460.14,76.04,6439.21,17.35,57629.2,48586.29,321,500,371.09,84.52,0,8,0,6,1,1,1,371.09,29200,235,192.168.10.176,10.0.2.105,BENIGN
443,6,2017-07-05 16:06:37.684524,1142977,66,12,22886,1508,346.76,68.47,125.63,42.4,21342.13,68.24,14653.55,13705.27,126,387,312.74,117.32,4,64,1,49,0,1,0,312.74,1024,65535,192.168.14.83,10.0.4.139,DoS
22,17,2017-07-05 21:15:51.755267,8928544,5,25,609,25593,121.74,50.03,1023.72,377.45,2934.61,3.36,297618.15,264555.1,122,1064,873.39,470.05,1,6,0,3,0,0,5,873.39,512,-1,192.168.11.225,10.0.0.33,BENIGN
25,6,2017-07-05 13:31:50.913706,1,37,15,2329,6421,62.94,30.35,428.05,188.99,8749438591.17,52000000.0,0.02,0.02,63,468,168.26,193.36,2,16,0,0,2,1,0,168.26,-1,65535,192.168.6.96,10.0.3.82,BENIGN
8080,6,2017-07-05 11:14:35.589659,36,3,1,0,0,0.0,0.0,0.0,0.0,0.0,109226.57,9.16,11.49,0,40,0.0,21.24,3,0,1,0,1,1,0,0.0,512,235,192.168.14.211,10.0.4.17,PortScan
80,17,2017-07-05 21:19:44.460118,2443464,17,0,2038,0,119.86,36.24,1220.26,155.59,833.94,6.96,143733.18,50353.63,120,1260,119.86,563.59,0,18,2,6,0,0,0,119.86,8192,-1,192.168.19.40,10.0.2.73,BENIGN
3306,17,2017-07-05 22:31:20.952795,8256718,20,2,3955,159,197.74,42.15,79.27,31.1,498.19,2.66,375305.37,289147.93,79,238,186.97,69.23,2,13,2,6,0,0,0,186.97,1024,65535,192.168.4.125,10.0.4.175,BENIGN
993,6,2017-07-05 19:28:30.473997,4982801,20,29,6136,11566,306.8,142.09,398.81,56.2,3552.54,9.83,101689.83,145696.45,307,439,361.26,59.2,3,19,1,7,0,1,1,361.26,65535,-1,192.168.13.104,10.0.2.188,BENIGN
8080,6,2017-07-06 01:06:46.557047,3352733,1,7,22,0,21.96,2.72,0.0,0.0,6.55,2.39,419091.64,144211.75,0,62,2.74,13.57,2,13,0,11,1,0,7,2.74,65535,65535,192.168.16.52,10.0.3.246,BENIGN
53,6,2017-07-05 17:07:02.857112,5641366,1,24,191,6725,191.4,54.99,280.22,37.72,1226.07,4.43,225654.68,86895.02,191,320,276.67,49.55,0,2,1,12,0,1,24,276.67,8192,229,192.168.4.236,10.0.3.216,BENIGN
3306,6,2017-07-06 00:28:31.247537,6775898,27,35,6267,37565,232.11,75.11,1073.3,459.83,6468.86,9.15,109288.69,25221.98,232,1113,706.97,444.47,3,10,0,3,0,1,1,706.97,512,65535,192.168.4.82,10.0.3.195,BENIGN
22,6,2017-07-05 11:32:55.282242,5732207,25,10,0,5004,0.0,0.0,500.36,189.21,872.89,6.11,163777.36,190175.94,0,540,142.96,271.71,1,23,0,12,0,1,0,142.96,512,65535,192.168.9.141,10.0.1.251,BENIGN
443,17,2017-07-05 17:37:46.944322,7365352,13,28,4327,9548,332.87,77.83,341.0,157.38,1883.86,5.57,179642.74,76803.41,333,381,338.42,23.2,1,1,0,0,0,1,2,338.42,512,26883,192.168.1.250,10.0.3.38,BENIGN
8080,17,2017-07-05 09:25:20.150527,1402963,10,11,5711,7529,571.09,204.48,684.49,103.74,9437.33,14.97,66807.77,76910.93,571,724,630.49,57.59,1,4,1,10,1,0,1,630.49,8192,229,192.168.15.249,10.0.4.46,WebAttack
8080,6,2017-07-06 03:33:17.063457,2753,524,1,33233,0,63.42,6.37,0.0,0.0,12067363.99,190635.37,5.25,4.38,0,103,63.3,34.09,294,2,0,0,2,1,0,63.3,65535,26883,192.168.14.172,10.0.2.29,DDoS
8080,17,2017-07-05 19:17:27.027114,6984,272,2,20589,0,75.69,26.37,0.0,0.0,2947906.39,39231.78,25.49,37.56,0,116,75.14,40.12,669,1,3,0,5,0,0,75.14,65535,235,192.168.6.241,10.0.4.63,DDoS
25,6,2017-07-06 01:18:34.279362,5467343,20,36,697,29855,34.86,16.87,829.31,291.76,5588.14,10.24,97631.13,31739.05,35,869,545.58,411.86,0,3,1,7,0,1,2,545.58,29200,-1,192.168.5.190,10.0.4.138,BENIGN
8080,6,2017-07-05 12:59:20.094083,1,27,10,4026,7107,149.1,26.49,710.72,90.71,11133046546.15,37000000.0,0.03,0.04,149,751,300.89,282.3,0,0,2,4,0,1,0,300.89,512,65535,192.168.3.93,10.0.1.209,BENIGN
80,6,2017-07-05 16:01:33.280798,186,1,3,69,1,68.93,19.36,0.37,0.04,374581.05,21394.11,46.74,45.26,0,109,17.51,51.22,447,6,0,0,2,0,3,17.51,512,-1,192.168.6.82,10.0.2.63,DDoS
3389,6,2017-07-06 00:28:22.504592,494597,20,21,1732,1279,86.59,24.51,60.92,19.78,6087.73,82.9,12063.35,16722.23,61,127,73.44,33.64,2,19,1,16,2,0,1,73.44,65535,235,192.168.16.139,10.0.0.205,BruteForce
53,6,2017-07-05 12:49:54.233052,6371180,26,11,4954,17933,190.53,76.77,1630.31,583.31,3592.29,5.81,172194.07,87310.9,191,1670,618.57,733.37,2,11,1,10,0,0,0,618.57,1024,229,192.168.10.80,10.0.1.105,BENIGN
3306,6,2017-07-06 06:31:20.742453,106,1,1,1,0,0.72,0.35,0.0,0.0,6754.56,18729.31,53.39,47.77,0,41,0.36,14.33,2,1,0,1,0,1,1,0.36,512,235,192.168.1.131,10.0.3.202,PortScan
80,6,2017-07-06 01:01:03.563932,1,18,19,4493,14784,249.64,49.6,778.1,323.06,19277359165.31,37000000.0,0.03,0.02,250,818,521.01,274.8,2,2,3,12,1,1,1,521.01,-1,65535,192.168.12.134,10.0.3.223,BENIGN
